SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,August-5-2021,Single Family Residential,16607 Dresser Hill Dr,Wildwood,MO,63005,599000,4,2.5,Dresser Hill,3328,143312,1985,,180,83,Sold,,,https://www.redfin.com/MO/Wildwood/16607-Dresser-Hill-Dr-63005/home/93495579,MARIS,21039076,N,Y,38.6255586,-90.6198798
PAST SALE,March-3-2020,Single Family Residential,16049 Wilson Manor Dr,Chesterfield,MO,63005,715000,5,4.5,Wilson Manors II 1,4761,22216,1988,,150,33,Sold,,,https://www.redfin.com/MO/Chesterfield/16049-Wilson-Manor-Dr-63005/home/87454711,MARIS,19081753,N,Y,38.6398579,-90.583904
PAST SALE,June-24-2022,Single Family Residential,17762 Westhampton Woods Dr,Wildwood,MO,63005,595000,5,4.5,Westhampton Woods 2,4522,27007,1997,,132,18,Sold,,,https://www.redfin.com/MO/Wildwood/17762-Westhampton-Woods-Dr-63005/home/93496120,MARIS,22012436,N,Y,38.6214222,-90.6442293
PAST SALE,March-30-2021,Single Family Residential,1439 Wildhorse Parkway Dr,Wildwood,MO,63005,650000,5,4.5,Wildhorse Village,4652,25744,1989,,140,67,Sold,,,https://www.redfin.com/MO/Wildwood/1439-Wildhorse-Parkway-Dr-63005/home/93485339,MARIS,21008127,N,Y,38.6398352,-90.6356306
PAST SALE,July-31-2019,Single Family Residential,1464 Chesterfield Estates Dr,Chesterfield,MO,63005,649000,4,4.5,Chesterfield Estates,2905,22651,1990,,223,23,Sold,,,https://www.redfin.com/MO/Chesterfield/1464-Chesterfield-Estates-Dr-63005/home/93476739,MARIS,19037492,N,Y,38.6496724,-90.6035063
PAST SALE,July-15-2021,Single Family Residential,1336 Westhampton Woods Ct,Wildwood,MO,63005,600000,4,3.5,Westhampton Woods One,3660,21344,1996,,164,18,Sold,,,https://www.redfin.com/MO/Wildwood/1336-Westhampton-Woods-Ct-63005/home/93496322,MARIS,21018416,N,Y,38.6221758,-90.6542767
PAST SALE,December-1-2022,Single Family Residential,1308 Towles Farm,Chesterfield,MO,63005,690000,4,3.0,Country Place At Chesterfield One,3526,43560,1987,,196,,Sold,,,https://www.redfin.com/MO/Chesterfield/1308-Towles-Farm-Ct-63005/home/93476792,MARIS,22024626,N,Y,38.6537344,-90.6100919
PAST SALE,August-24-2020,Single Family Residential,1229 Fienup Lake Dr,Chesterfield,MO,63005,668492,4,3.5,Fienup Farms,3215,,,,208,125,Sold,,,https://www.redfin.com/MO/Chesterfield/1229-Fienup-Lake-Dr-63005/home/172906157,MARIS,20060597,N,Y,38.6591001,-90.5979289
PAST SALE,April-24-2019,Single Family Residential,17630 Bridgeway Dr,Chesterfield,MO,63005,679900,5,5.0,Wildhorse Village B,3885,24394,1989,,175,,Sold,,,https://www.redfin.com/MO/Chesterfield/17630-Bridgeway-Dr-63005/home/62696086,MARIS,19029087,N,Y,38.6487338,-90.6263015
PAST SALE,June-7-2022,Single Family Residential,17839 Westhampton Woods Dr,Wildwood,MO,63005,605000,5,4.5,Westhampton Woods,4832,23522,2000,,125,18,Sold,,,https://www.redfin.com/MO/Wildwood/17839-Westhampton-Woods-Dr-63005/home/93507427,MARIS,22020721,N,Y,38.6209116,-90.6494801
